ID,CAUSA,VICTIMA,TIPO_VEHICULO_VICTIMA,MARCA_VEHICULO_VICTIMA,MODELO_VEHICULO_VICTIMA,COLECTIVO_VICTIMA,INTERNO_VICTIMA,SEXO_VICTIMA,EDAD_VICTIMA,SRIO_NRO,repetido
1585,LESIONES,PASAJERO/ACOMPA�ANTE,MOTO,GILERA,NO HAY DATOS,,,Masculino,20,770,
1586,LESIONES,PEATON,PEATON,,,,,Masculino,95,638,
1587,LESIONES,CONDUCTOR,MOTO,HONDA,TORNADO,,,Masculino,33,988,
1588,LESIONES,PASAJERO/ACOMPA�ANTE,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Femenino,39,1607,
1589,LESIONES,PEATON,PEATON,,,,,Masculino,60,962,
1590,LESIONES,CONDUCTOR,MOTO,HONDA,BIZ 125,,,Masculino,32,1358,
1591,LESIONES,PEATON,PEATON,,,,,Femenino,29,739,
1592,LESIONES,PASAJERO/ACOMPA�ANTE,MOTO,HONDA,CG TITAN,,,Femenino,23,952,
1593,LESIONES,CONDUCTOR,AUTO PARTICULAR,FORD,ESCORT,,,Masculino,53,995,
1594,LESIONES,CONDUCTOR,MOTO,HONDA,BIZ,,,Masculino,30,1614,
1595,LESIONES,CONDUCTOR,AUTO PARTICULAR,PEUGEOT,207,,,Masculino,27,820,
1596,LESIONES,CONDUCTOR,MOTO,GILERA,NO HAY DATOS,,,Masculino,28,1891,
1597,LESIONES,CONDUCTOR,BICICLETA,SIN DATOS,RODADO 24,,,Masculino,30,1298,
1598,LESIONES,CONDUCTOR,MOTO,YAMAHA,YBR,,,Masculino,27,633,
1599,LESIONES,CONDUCTOR,AUTO PARTICULAR,RENAULT,CLIO,,,Femenino,36,808,
1600,LESIONES,CICLISTA,BICICLETA,SIN DATOS,NO HAY DATOS,,,Masculino,58,977,
1601,LESIONES,PASAJERO/ACOMPA�ANTE,AUTO PARTICULAR,RENAULT,CLIO,,,Masculino,39,1611,
1602,LESIONES,PEATON,PEATON,,,,,Masculino,77,1352,
1603,LESIONES,PASAJERO/ACOMPA�ANTE,AUTO PARTICULAR,RENAULT,CLIO,,,Femenino,35,860,
1604,LESIONES,CONDUCTOR,MOTO,MONDIAL,NO HAY DATOS,,,Masculino,44,1078,
1605,LESIONES,CONDUCTOR,MOTO,HONDA,TWISTER,,,Masculino,25,1087,
1606,LESIONES,CONDUCTOR,MOTO,YAMAHA,YBR 125,,,Masculino,25,1324,
1607,LESIONES,PASAJERO/ACOMPA�ANTE,MOTO,HONDA,CG  125,,,Masculino,23,971,
1607,LESIONES,PASAJERO/ACOMPA�ANTE,MOTO,HONDA,CG  125,,,Masculino,23,971,1
1608,LESIONES,CONDUCTOR,AUTO PARTICULAR,FORD,FIESTA,,,Femenino,47,1673,
1609,LESIONES,CONDUCTOR,TAXI/REMIS,FIAT,SIENA,,,Masculino,44,1675,
1609,LESIONES,CONDUCTOR,MOTO,HONDA,CG TITAN 125,,,Masculino,27,1675,
1610,LESIONES,CONDUCTOR,MOTO,HONDA,CBX 250,,,Masculino,34,1743,
1611,LESIONES,PASAJERO/ACOMPA�ANTE,SIN DATOS,,,,,Femenino,22,1829,
1612,LESIONES,CICLISTA,BICICLETA,SIN DATOS,NO HAY DATOS,,,Masculino,39,1836,
1613,LESIONES,PASAJERO/ACOMPA�ANTE,AUTO PARTICULAR,PEUGEOT,205,,,Masculino,47,1053,
1613,LESIONES,PASAJERO/ACOMPA�ANTE,AUTO PARTICULAR,FORD,FIESTA,,,Femenino,33,1053,
1613,LESIONES,PASAJERO/ACOMPA�ANTE,TAXI/REMIS,VOLKSWAGEN,VOYAGE,,,Femenino,47,1053,
1614,LESIONES,CONDUCTOR,TAXI/REMIS,VOLKSWAGEN,SURAN,,,Masculino,54,1063,
1615,LESIONES,PASAJERO/ACOMPA�ANTE,MOTO,HONDA,CG TITAN,,,Masculino,17,1832,
1615,LESIONES,PASAJERO/ACOMPA�ANTE,MOTO,HONDA,CG TITAN,,,Masculino,17,1832,1
1616,LESIONES,CONDUCTOR,MOTO,GILERA,NO HAY DATOS,,,Masculino,54,1332,
1617,LESIONES,CONDUCTOR,MOTO,HONDA,NO HAY DATOS,,,Masculino,24,1332,
1618,LESIONES,PEATON,PEATON,,,,,Masculino,47,1447,
1619,LESIONES,CONDUCTOR,MOTO,MOTOMEL,150,,,Masculino,42,1813,
1620,LESIONES,PEATON,PEATON,,,,,Femenino,18,1674,
1621,LESIONES,CONDUCTOR,MOTO,KAWASAKI,NINJA,,,Masculino,37,1300,
1622,LESIONES,CONDUCTOR,AUTO PARTICULAR,RENAULT,KANGOO,,,Femenino,27,1220,
1623,LESIONES,CONDUCTOR,CAMIONETA,PEUGEOT,NO HAY DATOS,,,Masculino,26,2820,
1623,LESIONES,CONDUCTOR,CAMIONETA,PEUGEOT,NO HAY DATOS,,,Masculino,26,2820,1
1624,LESIONES,CONDUCTOR,MOTO,YAMAHA,YBR 125,,,Masculino,26,1539,
1625,LESIONES,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,SPIN,,,Masculino,26,2375,
1626,LESIONES,PEATON,PEATON,,,,,Femenino,67,1482,
1626,LESIONES,PEATON,PEATON,,,,,Femenino,67,1482,1
1627,LESIONES,CONDUCTOR,MOTO,ZANELLA,RX 150,,,Masculino,32,1658,
1627,LESIONES,CONDUCTOR,MOTO,ZANELLA,RX 150,,,Masculino,32,1658,1
1628,LESIONES,PASAJERO/ACOMPA�ANTE,TAXI/REMIS,CHEVROLET,CORSA,,,Masculino,59,1754,
1628,LESIONES,PASAJERO/ACOMPA�ANTE,TAXI/REMIS,CHEVROLET,CORSA,,,Masculino,59,1754,1
1629,LESIONES,CONDUCTOR,MOTO,SUZUKI,NO HAY DATOS,,,Masculino,40,2274,
1630,LESIONES,CONDUCTOR,AUTO PARTICULAR,FIAT,SIENA,,,Masculino,22,2492,
1631,LESIONES,CONDUCTOR,AUTO PARTICULAR,HONDA,CIVIC,,,Masculino,35,2390,
1632,LESIONES,CONDUCTOR,MOTO,ZANELLA,NO HAY DATOS,,,Masculino,28,2155,
1633,LESIONES,CONDUCTOR,MOTO,HONDA,CB 1,,,Masculino,17,1336,
1634,LESIONES,PEATON,PEATON,,,,,Femenino,74,1782,
1634,LESIONES,PEATON,PEATON,,,,,Femenino,66,1782,
1635,LESIONES,CONDUCTOR,TRANSPORTE PUBLICO,,,LINEA 132,NO HAY DATOS,Masculino,40,2047,
1636,LESIONES,PEATON,PEATON,,,,,Masculino,55,2255,
1637,LESIONES,CONDUCTOR,MOTO,YAMAHA,IBR 150,,,Masculino,24,2136,
1638,LESIONES,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,AVEO,,,Masculino,70,1001,
1639,LESIONES,CONDUCTOR,MOTO,HONDA,NO HAY DATOS,,,Masculino,32,2147,
1640,LESIONES,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,GOL,,,Masculino,40,1692,
1641,LESIONES,CONDUCTOR,MOTO,SUZUKI,GN 125,,,Masculino,31,2225,
1642,LESIONES,CONDUCTOR,AUTO PARTICULAR,HONDA,CITY,,,Masculino,11,1557,
1643,LESIONES,CONDUCTOR,MOTO,ZANELLA,PATAGONICA,,,Masculino,23,2132,
1644,LESIONES,PEATON,PEATON,,,,,Femenino,17,1256,
1645,LESIONES,CONDUCTOR,MOTO,HONDA,FALCON,,,Masculino,38,2141,
1646,LESIONES,CONDUCTOR,MOTO,SUZUKI,125 CC,,,Masculino,37,1660,
1647,LESIONES,CONDUCTOR,MOTO,BETAMOTOR,NO HAY DATOS,,,Masculino,35,1611,
1648,LESIONES,PASAJERO/ACOMPA�ANTE,SIN DATOS,,,,,Masculino,9,3450,
1649,LESIONES,PASAJERO/ACOMPA�ANTE,SIN DATOS,,,,,Femenino,46,2312,
1649,LESIONES,PASAJERO/ACOMPA�ANTE,TRANSPORTE PUBLICO,,,LINEA 41,INT 39,Femenino,47,2312,
1650,LESIONES,CONDUCTOR,MOTO,LAND ROVER,150,,,Masculino,33,2578,
1651,LESIONES,PASAJERO/ACOMPA�ANTE,MOTO,BAJAJ ROUSER,200 CC,,,Femenino,43,1645,
1651,LESIONES,CONDUCTOR,MOTO,BAJAJ ROUSER,200 CC,,,Masculino,65,1645,
1652,LESIONES,PEATON,PEATON,,,,,Masculino,64,2539,
1653,LESIONES,CONDUCTOR,AUTO (no se especifica si es particular o de alquiler),FORD,ECO SPORT,,,Masculino,38,2520,
1654,LESIONES,CONDUCTOR,MOTO,MOTOMEL,150,,,Masculino,23,1859,
1655,LESIONES,CONDUCTOR,MOTO,SUZUKI,125,,,Masculino,24,1840,
1656,LESIONES,CONDUCTOR,MOTO,MOTOMEL,200,,,Masculino,25,2686,
1657,LESIONES,PASAJERO/ACOMPA�ANTE,AUTO (no se especifica si es particular o de alquiler),RENAULT,TRAFFIC,,,Masculino,16,3183,
1658,LESIONES,CONDUCTOR,MOTO,CERRO,110,,,Masculino,33,2681,
1659,LESIONES,CICLISTA,BICICLETA,SIN DATOS,NO HAY DATOS,,,Masculino,25,978,
1660,LESIONES,PEATON,PEATON,,,,,Masculino,22,1129,
1661,LESIONES,PEATON,PEATON,,,,,Masculino,66,1622,
1662,LESIONES,PEATON,PEATON,,,,,Masculino,54,2799,
1663,LESIONES,CONDUCTOR,MOTO,YAMAHA,XTZ,,,Masculino,23,1987,
1664,LESIONES,CONDUCTOR,MOTO,YAMAHA,FZ 16,,,Masculino,24,1956,
1665,LESIONES,PASAJERO/ACOMPA�ANTE,TAXI/REMIS,CHEVROLET,MERIVA,,,Femenino,12,3633,
1665,LESIONES,PASAJERO/ACOMPA�ANTE,TAXI/REMIS,CHEVROLET,MERIVA,,,Femenino,12,3633,1
1666,LESIONES,CONDUCTOR,MOTO,HONDA,CG,,,Masculino,21,1468,
1667,LESIONES,PEATON,PEATON,,,,,Masculino,32,979,
1667,LESIONES,PEATON,PEATON,,,,,Masculino,33,979,
1668,LESIONES,PASAJERO/ACOMPA�ANTE,AUTO PARTICULAR,FORD,ESCORT,,,Femenino,51,1646,
1668,LESIONES,PASAJERO/ACOMPA�ANTE,AUTO PARTICULAR,FORD,ESCORT,,,Femenino,51,1646,1
1669,LESIONES,CONDUCTOR,AUTO PARTICULAR,PEUGEOT,207,,,Masculino,24,2024,
1670,LESIONES,CONDUCTOR,MOTO,HONDA,XR 125,,,Masculino,35,1845,
1671,LESIONES,CONDUCTOR,MOTO,BETAMOTOR,110,,,Masculino,31,1856,
1672,LESIONES,CONDUCTOR,MOTO,YAMAHA,YBR 125,,,Masculino,26,3901,
1673,LESIONES,CONDUCTOR,TAXI/REMIS,RENAULT,Logan,,,Masculino,57,3243,
1674,LESIONES,PASAJERO/ACOMPA�ANTE,TAXI/REMIS,CHEVROLET,CORSA,,,Femenino,46,1867,
1675,LESIONES,PEATON,PEATON,,,,,Masculino,18,2842,
1676,LESIONES,CICLISTA,BICICLETA,SIN DATOS,NO HAY DATOS,,,Femenino,37,2045,
1677,LESIONES,CONDUCTOR,TAXI/REMIS,FIAT,SIENA,,,Masculino,57,2658,
1678,LESIONES,PEATON,PEATON,,,,,Femenino,36,1288,
1679,LESIONES,CONDUCTOR,MOTO,YAMAHA,ZX,,,Masculino,22,1374,
1680,LESIONES,CONDUCTOR,AUTO PARTICULAR,PEUGEOT,307,,,Masculino,39,1852,
1681,LESIONES,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,ASTRA,,,Femenino,23,2526,
1682,LESIONES,PASAJERO/ACOMPA�ANTE,AUTO PARTICULAR,RENAULT,CLIO,,,Femenino,25,2738,
1683,LESIONES,CONDUCTOR,TRANSPORTE PUBLICO,,,NO HAY DATOS,INT 439,Masculino,47,2919,
1684,LESIONES,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,SENDA,,,Masculino,37,2694,
1685,LESIONES,CONDUCTOR,MOTO,YAMAHA,NO HAY DATOS,,,Masculino,23,2308,
1686,LESIONES,PASAJERO/ACOMPA�ANTE,AUTO PARTICULAR,FORD,GALAXY,,,Femenino,10,2351,
1687,LESIONES,PASAJERO/ACOMPA�ANTE,MOTO,BAJAJ,ROUSER,,,Femenino,49,4155,
1688,LESIONES,CICLISTA,BICICLETA,SIN DATOS,NO HAY DATOS,,,Masculino,36,1851,
1689,LESIONES,PEATON,PEATON,,,,,Masculino,77,2140,
1690,LESIONES,CONDUCTOR,MOTO,ZANELLA,RX 150,,,Masculino,25,2521,
1691,LESIONES,PEATON,PEATON,,,,,Masculino,23,3131,
1692,LESIONES,CONDUCTOR,AUTO PARTICULAR,MERCEDES BENZ,NO HAY DATOS,,,Masculino,108,3990,
1693,LESIONES,CONDUCTOR,MOTO,YAMAHA,125,,,Masculino,23,2987,
1694,LESIONES,CONDUCTOR,MOTO,YAMAHA,FZ 16,,,Masculino,21,2922,
1695,LESIONES,PASAJERO/ACOMPA�ANTE,AUTO PARTICULAR,CITROEN,XSARA,,,Masculino,38,3961,
1695,LESIONES,CONDUCTOR,MOTO,ZANELLA,ZR 200,,,Masculino,39,3961,
1696,LESIONES,CONDUCTOR,AUTO PARTICULAR,FIAT,UNO,,,Masculino,26,1318,
1696,LESIONES,CONDUCTOR,AUTO PARTICULAR,FIAT,UNO,,,Masculino,26,1318,1
1697,LESIONES,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,GOL,,,Masculino,23,3989,
1698,LESIONES,PEATON,PEATON,,,,,Femenino,30,1676,
1699,LESIONES,PEATON,PEATON,,,,,Femenino,63,2185,
1700,LESIONES,PEATON,SIN DATOS,,,,,Masculino,40,1326,
1701,LESIONES,CONDUCTOR,MOTO,ZANELLA,RX 150,,,Masculino,32,1678,
1702,LESIONES,CONDUCTOR,MOTO,HONDA,CG,,,Masculino,38,4219,
1703,LESIONES,CONDUCTOR,MOTO,GILERA,NO HAY DATOS,,,Masculino,25,2256,
1704,LESIONES,PASAJERO/ACOMPA�ANTE,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Femenino,31,3289,
1705,LESIONES,CONDUCTOR,MOTO,HONDA,TWISTER,,,Masculino,25,3296,
1706,LESIONES,CONDUCTOR,AUTO PARTICULAR,PEUGEOT,206,,,Femenino,18,3298,
1707,LESIONES,CONDUCTOR,MOTO,YAMAHA,125,,,Masculino,26,4205,
1708,LESIONES,CONDUCTOR,AUTO PARTICULAR,FIAT,PALIO,,,Masculino,19,3582,
1709,LESIONES,CONDUCTOR,AUTO PARTICULAR,RENAULT,CLIO,,,Femenino,30,4490,
1710,LESIONES,CONDUCTOR,MOTO,MOTOMEL,110,,,Masculino,37,4493,
1711,HOMICIDIO,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,CORSA,,,Masculino,32,4499,
1712,LESIONES,CONDUCTOR,MOTO,GILERA,110,,,Masculino,33,4515,
1713,LESIONES,CONDUCTOR,MOTO,BETAMOTOR,110,,,Masculino,35,4141,
1714,LESIONES,CONDUCTOR,MOTO,CORVEN,200,,,Masculino,24,2379,
1715,LESIONES,PASAJERO/ACOMPA�ANTE,MOTO,GILERA,200,,,Femenino,37,2645,
1716,LESIONES,CONDUCTOR,MOTO,GILERA,VC 200,,,Masculino,35,3749,
1717,LESIONES,CONDUCTOR,MOTO,ZANELLA,STYLE 125,,,Masculino,29,2100,
1718,LESIONES,PASAJERO/ACOMPA�ANTE,AUTO PARTICULAR,CHEVROLET,ZAFIRA,,,Femenino,32,4432,
1719,LESIONES,PASAJERO/ACOMPA�ANTE,MOTO,YAMAHA,FZ 160,,,Masculino,32,3404,
1720,LESIONES,CONDUCTOR,AUTO PARTICULAR,FIAT,SIENA,,,Masculino,42,4488,
1721,LESIONES,CONDUCTOR,AUTO PARTICULAR,FORD,KA,,,Masculino,21,2086,
1722,LESIONES,PEATON,PEATON,,,,,Masculino,36,2546,
1723,LESIONES,CONDUCTOR,AUTO (no se especifica si es particular o de alquiler),FORD,FOCUS,,,Masculino,23,5380,
1724,LESIONES,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,GOL,,,Femenino,23,3692,
1725,LESIONES,PASAJERO/ACOMPA�ANTE,AUTO PARTICULAR,CITROEN,XSARA,,,Femenino,30,4954,
1726,LESIONES,CONDUCTOR,MOTO,ZANELLA,NO HAY DATOS,,,Masculino,20,4013,
1727,LESIONES,PEATON,PEATON,,,,,Masculino,32,3647,
1728,LESIONES,CONDUCTOR,MOTO,YAMAHA,150,,,Masculino,41,2108,
1729,LESIONES,PASAJERO/ACOMPA�ANTE,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Masculino,26,3463,
1730,LESIONES,PASAJERO/ACOMPA�ANTE,AUTO PARTICULAR,VOLKSWAGEN,CADDY,,,Femenino,43,2811,
1730,LESIONES,PASAJERO/ACOMPA�ANTE,AUTO PARTICULAR,VOLKSWAGEN,CADDY,,,Femenino,43,2811,1
1731,LESIONES,PEATON,PEATON,,,,,Femenino,40,2686,
1732,LESIONES,PASAJERO/ACOMPA�ANTE,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Masculino,35,2765,
1732,LESIONES,PASAJERO/ACOMPA�ANTE,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Femenino,40,2765,
1733,LESIONES,PEATON,PEATON,,,,,Masculino,26,3939,
1734,LESIONES,CONDUCTOR,MOTO,HONDA,CG  125,,,Masculino,42,3624,
1735,LESIONES,CONDUCTOR,MOTO,GILERA,BC 150,,,Masculino,28,4600,
1736,LESIONES,PEATON,PEATON,,,,,Femenino,45,4215,
1737,LESIONES,CONDUCTOR,MOTO,EUROMOT,NO HAY DATOS,,,Femenino,31,5052,
1738,LESIONES,CONDUCTOR,TAXI/REMIS,RENAULT,NO HAY DATOS,,,Femenino,22,2806,
1739,LESIONES,CONDUCTOR,MOTO,GILERA,NO HAY DATOS,,,Masculino,27,4949,
1740,LESIONES,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,VOYAGE,,,Masculino,61,5237,
1740,LESIONES,CONDUCTOR,CAMIONETA,RENAULT,ECO SPORT,,,Masculino,53,5237,
1741,LESIONES,CONDUCTOR,MOTO,HONDA,CG TITAN,,,Masculino,35,3785,
1742,LESIONES,CICLISTA,BICICLETA,SIN DATOS,PLAYERA,,,Femenino,43,5235,
1743,LESIONES,CONDUCTOR,MOTO,ZANELLA,XR 150,,,Masculino,28,2569,
1744,LESIONES,PASAJERO/ACOMPA�ANTE,MOTO,YAMAHA,FZ 16,,,Masculino,18,4020,
1744,LESIONES,PASAJERO/ACOMPA�ANTE,MOTO,YAMAHA,FZ 16,,,Masculino,18,4020,1
1745,LESIONES,PASAJERO/ACOMPA�ANTE,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Femenino,32,1886,
1746,LESIONES,CICLISTA + PEATON,PEATON,,,,,Masculino,38,3800,
1747,LESIONES,CONDUCTOR,MOTO,HONDA,CG TITAN,,,Masculino,54,3083,
1748,LESIONES,CONDUCTOR,MOTO,ZANELLA,150,,,Masculino,27,3079,
1749,LESIONES,PASAJERO/ACOMPA�ANTE,MOTO,YAMAHA,YBR,,,Femenino,18,4069,
1750,LESIONES,PEATON,PEATON,,,,,Femenino,19,2615,
1751,LESIONES,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,SURAN,,,Masculino,39,3091,
1752,LESIONES,CICLISTA,BICICLETA,SIN DATOS,NO HAY DATOS,,,Femenino,23,3758,
1753,LESIONES,CONDUCTOR,AUTO (no se especifica si es particular o de alquiler),KIA,PICANTO,,,Femenino,23,3768,
1754,LESIONES,CONDUCTOR,MOTO,GILERA,GLA 110,,,Femenino,49,2351,
1755,LESIONES,CONDUCTOR,MOTO,YAMAHA,YBR 250,,,Masculino,21,3077,
1756,LESIONES,CONDUCTOR,AUTO PARTICULAR,PEUGEOT,106,,,Femenino,44,3171,
1757,LESIONES,PEATON,PEATON,,,,,Femenino,82,3073,
1758,LESIONES,PEATON,PEATON,,,,,Femenino,45,1825,
1759,LESIONES,PASAJERO/ACOMPA�ANTE,AUTO PARTICULAR,RENAULT,9,,,Femenino,24,2391,
1760,LESIONES,PEATON,PEATON,,,,,Femenino,55,4027,
1761,LESIONES,CONDUCTOR,MOTO,SUZUKI,NO HAY DATOS,,,Masculino,24,3068,
1762,LESIONES,CONDUCTOR,MOTO,ZANELLA,RX 150,,,Masculino,18,3069,
1763,LESIONES,CONDUCTOR,MOTO,YAMAHA,YBR 125,,,Masculino,34,3072,
1764,LESIONES,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,CORSA,,,Masculino,78,4089,
1765,LESIONES,CICLISTA,BICICLETA,SIN DATOS,NO HAY DATOS,,,Femenino,55,1892,
1766,LESIONES,PASAJERO/ACOMPA�ANTE,TRANSPORTE PUBLICO,,,LINEA 130,INT 453,Femenino,22,2614,
1766,LESIONES,PASAJERO/ACOMPA�ANTE,TRANSPORTE PUBLICO,,,LINEA 130,INT 453,Femenino,49,2614,
1767,LESIONES,PASAJERO/ACOMPA�ANTE,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Femenino,33,4197,
1768,LESIONES,CONDUCTOR,MOTO,ZANELLA,125,,,Masculino,47,4075,
1769,LESIONES,CONDUCTOR,AUTO (no se especifica si es particular o de alquiler),RENAULT,SANDERO,,,Masculino,28,2319,
1770,LESIONES,PEATON,PEATON,,,,,Femenino,26,3790,
1771,LESIONES,CONDUCTOR,MOTO,MOTOMEL,NO HAY DATOS,,,Masculino,24,4287,
1772,LESIONES,PASAJERO/ACOMPA�ANTE,SIN DATOS,,,,,Femenino,6,5905,
1773,LESIONES,CONDUCTOR,MOTO,SUZUKI,GN 125,,,Femenino,40,3088,
1774,LESIONES,CONDUCTOR,MOTO,YAMAHA,XTZ,,,Masculino,23,5898,
1775,LESIONES,PASAJERO/ACOMPA�ANTE,AUTO PARTICULAR,CITROEN,PICASSO,,,Femenino,17,2696,
1776,LESIONES,PASAJERO/ACOMPA�ANTE,TRANSPORTE PUBLICO,,,LINEA 78,INT 326,Femenino,66,2703,
1777,LESIONES,CONDUCTOR,AUTO PARTICULAR,FIAT,SIENA,,,Femenino,33,5907,
1778,LESIONES,CONDUCTOR,MOTO,YAMAHA,YBR,,,Masculino,26,3563,
1779,LESIONES,CICLISTA,BICICLETA,SIN DATOS,NO HAY DATOS,,,Femenino,36,3604,
1780,LESIONES,PASAJERO/ACOMPA�ANTE,SIN DATOS,,,,,Masculino,8,5594,
1781,LESIONES,PASAJERO/ACOMPA�ANTE,AUTO PFA / MOVIL / GENDARMERIA / METROPOLITANA / MOTO MOVIL,FORD,RANGER,,,Masculino,999,4074,
1781,LESIONES,PASAJERO/ACOMPA�ANTE,AUTO PFA / MOVIL / GENDARMERIA / METROPOLITANA / MOTO MOVIL,FORD,RANGER,,,Masculino,999,4074,1
1782,LESIONES,CONDUCTOR,AUTO PARTICULAR,FORD,ECO SPORT,,,Masculino,34,3078,
1782,LESIONES,CONDUCTOR,AUTO PARTICULAR,FORD,ECO SPORT,,,Masculino,34,3078,1
1782,LESIONES,CONDUCTOR,AUTO PARTICULAR,FORD,ECO SPORT,,,Masculino,34,3078,1
1783,LESIONES,CONDUCTOR,BICICLETA,SIN DATOS,PLAYERA,,,Masculino,17,4084,
1784,LESIONES,CICLISTA,SIN DATOS,,,,,Masculino,45,3015,
1784,LESIONES,CICLISTA,BICICLETA,SIN DATOS,NO HAY DATOS,,,Masculino,45,3015,
1785,LESIONES,PEATON,PEATON,,,,,Masculino,26,3092,
1786,LESIONES,CONDUCTOR,MOTO,CORVEN,TRIAX 200,,,Masculino,42,2669,
1787,LESIONES,CONDUCTOR,MOTO,BRAVA,ALTINA,,,Masculino,31,2274,
1788,LESIONES,PASAJERO/ACOMPA�ANTE,CAMIONETA,FORD,F 150,,,Femenino,59,4444,
1788,LESIONES,PASAJERO/ACOMPA�ANTE,CAMIONETA,FORD,F 150,,,Femenino,19,4444,
1788,LESIONES,PASAJERO/ACOMPA�ANTE,CAMIONETA,FORD,F 150,,,Masculino,15,4444,
1788,LESIONES,PASAJERO/ACOMPA�ANTE,CAMIONETA,FORD,F 150,,,Femenino,37,4444,
1788,LESIONES,PASAJERO/ACOMPA�ANTE,CAMIONETA,FORD,F 150,,,Femenino,30,4444,
1789,LESIONES,PEATON,SIN DATOS,,,,,Femenino,27,1985,
1789,LESIONES,PASAJERO/ACOMPA�ANTE,MOTO,YAMAHA,XT250,,,Femenino,35,1985,
1790,LESIONES,PEATON,PEATON,,,,,Masculino,33,6445,
1791,LESIONES,PEATON,PEATON,,,,,Masculino,65,3931,
1792,LESIONES,PEATON,TAXI/REMIS,MERCEDES BENZ,SPRINTER,,,Masculino,19,1778,
1792,LESIONES,PEATON,TAXI/REMIS,MERCEDES BENZ,SPRINTER,,,Masculino,19,1778,1
1792,LESIONES,PEATON,TAXI/REMIS,MERCEDES BENZ,SPRINTER,,,Femenino,29,1778,
1792,LESIONES,PEATON,TAXI/REMIS,MERCEDES BENZ,SPRINTER,,,Femenino,29,1778,1
1792,LESIONES,PEATON,TAXI/REMIS,MERCEDES BENZ,SPRINTER,,,Femenino,22,1778,
1792,LESIONES,PEATON,TAXI/REMIS,MERCEDES BENZ,SPRINTER,,,Femenino,22,1778,1
1793,LESIONES,CONDUCTOR,AUTO PARTICULAR,TOYOTA,COROLLA,,,Masculino,46,7520,
1794,LESIONES,CONDUCTOR,MOTO,ZANELLA,STYLE,,,Femenino,31,4762,
1795,LESIONES,CONDUCTOR,MOTO,GILERA,NO HAY DATOS,,,Masculino,25,4466,
1796,LESIONES,PEATON,PEATON,,,,,Masculino,22,4613,
1797,LESIONES,CONDUCTOR,MOTO,HONDA,BROSS,,,Masculino,39,4575,
1798,LESIONES,PASAJERO/ACOMPA�ANTE,MOTO,HONDA,CG  125,,,Femenino,26,954,
1798,LESIONES,PASAJERO/ACOMPA�ANTE,MOTO,HONDA,CG  125,,,Femenino,26,954,1
1798,LESIONES,PASAJERO/ACOMPA�ANTE,MOTO,HONDA,CG  125,,,Femenino,26,954,1
1799,LESIONES,PEATON,SIN DATOS,,,,,Masculino,999,953,
1800,LESIONES,CONDUCTOR,AUTO PARTICULAR,RENAULT,CLIO,,,Femenino,30,5756,
1801,LESIONES,CONDUCTOR,MOTO,MOTOMEL,110,,,Masculino,37,5759,
1802,LESIONES,PEATON,PEATON,,,,,Masculino,22,7519,
1803,HOMICIDIO,PEATON,PEATON,,,,,Masculino,32,5761,
1804,LESIONES,CONDUCTOR,MOTO,YAMAHA,YBR 250,,,Femenino,16,4377,
1805,LESIONES,CONDUCTOR,MOTO,GILERA,110,,,Masculino,33,5772,
1806,LESIONES,CONDUCTOR,AUTO (no se especifica si es particular o de alquiler),VOLKSWAGEN,GOL,,,Femenino,64,3393,
1807,LESIONES,PASAJERO/ACOMPA�ANTE,TRANSPORTE PUBLICO,,,LINEA 37,NO HAY DATOS,Masculino,999,2750,
1807,LESIONES,PASAJERO/ACOMPA�ANTE,TRANSPORTE PUBLICO,,,LINEA 37,NO HAY DATOS,Masculino,999,2750,1
1808,LESIONES,PASAJERO/ACOMPA�ANTE,TREN / SUBTE,,,,,Femenino,32,3389,
1809,LESIONES,CONDUCTOR,MOTO,SUZUKI,GN 125,,,Masculino,24,2670,
1810,LESIONES,CONDUCTOR,AUTO PARTICULAR,FIAT,SIENA,,,Masculino,42,5753,
1811,LESIONES,CONDUCTOR,AUTO (no se especifica si es particular o de alquiler),VOLKSWAGEN,SURAN,,,Masculino,34,3097,
1812,LESIONES,CONDUCTOR,AUTO PARTICULAR,FORD,ESCORT,,,Masculino,40,633,
1813,LESIONES,CONDUCTOR,MOTO,BMW,800,,,Masculino,62,4760,
