ORDEN,ID,Fuente,PERIODO,COMISARIA,FECHA,HORA,TIPO_COLISION,TIPO_HECHO,LUGAR_DEL_HECHO,DIRECCION_NORMALIZADA,TIPO_DE_CALLE,Dirección Normalizada (ArcGIS),Calle,Altura,Cruce,Código de Calle,Código de Cruce,Geocodificación,Franja horaria,Día de la semana,Semestre,repetido,POINT_X,POINT_Y
7454,1396,POLICIA FEDERAL 2015,SEPTIEMBRE,24,05/09/2015,4:45:00 AM,VEHICULO - VEHICULO,COLISION,BRANDSEN Y IBERLUCEA ,"BRANDSEN y VALLE IBERLUCEA DEL, DR.",CALLE,"BRANDSEN & VALLE IBERLUCEA DEL, DR.",BRANDSEN,0,"VALLE IBERLUCEA DEL, DR.",2110,4059,POINT(109133.6640625 99221.296875),1,7,2,0,-58.36368561,-34.63624936
7653,1397,POLICIA FEDERAL 2015,SEPTIEMBRE,10,05/09/2015,11:50:00 AM,VEHICULO - MOTO,COLISION,CASTRO BARROS Y DON BOSCO ,CASTRO BARROS AV. y DON BOSCO,AVENIDA,CASTRO BARROS AV. & DON BOSCO,CASTRO BARROS AV.,0,DON BOSCO,3096,4084,POINT(103913.25 101785.078125),0,7,2,0,-58.42063255,-34.61317137
8015,1398,POLICIA FEDERAL 2015,SEPTIEMBRE,48,05/09/2015,3:00:00 PM,VEHICULO - MOTO,COLISION,COLECTORA DELLEPIANE SUR Y MURGUIONDO,"DELLEPIANE, LUIS, TTE. GRAL. y MURGUIONDO",CALLE,"DELLEPIANE, LUIS, TTE. GRAL. & MURGUIONDO","DELLEPIANE, LUIS, TTE. GRAL.",0,MURGUIONDO,4102,13145,POINT(98622.96875 94932.84375),0,7,2,0,-58.47832545,-34.67494616
7848,1399,POLICIA FEDERAL 2015,SEPTIEMBRE,47,05/09/2015,1:20:00 AM,VEHICULO - PEATON,ATROPELLO,CUENCA 3092,CUENCA 3092,CALLE,3092 CUENCA,CUENCA,3092,0,3200,0,POINT(97093.7598274 103039.267694),1,7,2,0,-58.49498286,-34.60186856
7718,1400,POLICIA FEDERAL 2015,SEPTIEMBRE,38,05/09/2015,2:30:00 PM,SIN DATOS,SIN DATOS,CURAPALIGUE & AVDA PEDRO GOYENA,"CURAPALIGUE y GOYENA, PEDRO AV.",AVENIDA,"CURAPALIGUE & GOYENA, PEDRO AV.",CURAPALIGUE,0,"GOYENA, PEDRO AV.",3207,7074,POINT(100984.0234375 100080.734375),0,7,2,0,-58.4525688,-34.62854183
7500,1401,POLICIA FEDERAL 2015,SEPTIEMBRE,32,05/09/2015,5:05:00 PM,VEHICULO - MOTO,COLISION,LA RIOJA Y RONDEAU,LA RIOJA y RONDEAU,CALLE,LA RIOJA & RONDEAU,LA RIOJA,0,RONDEAU,12169,19082,POINT(105276.9453125 99260.78125),0,7,2,0,-58.40574828,-34.63592033
7573,1402,POLICIA FEDERAL 2015,SEPTIEMBRE,31,05/09/2015,10:00:00 PM,VEHICULO - MOTO,COLISION,LACROZE Y 11 DE SEPTIEMBRE,"LACROZE, FEDERICO AV. y 11 DE SEPTIEMBRE DE 1888",AVENIDA,"LACROZE, FEDERICO AV. & 11 DE SEPTIEMBRE DE 1888","LACROZE, FEDERICO AV.",0,11 DE SEPTIEMBRE DE 1888,12012,16025,POINT(101864.5703125 106796.90625),1,7,2,0,-58.44298051,-34.56799818
7942,1403,POLICIA FEDERAL 2015,SEPTIEMBRE,42,05/09/2015,12:15:00 PM,VEHICULO - MOTO,COLISION,OLIDEN & REMEDIOS,OLIDEN y REMEDIOS,CALLE,OLIDEN & REMEDIOS,OLIDEN,0,REMEDIOS,16016,19020,POINT(96925.2774793034 96705.5287653558),0,7,2,0,-58.496843,-34.65896281
7294,1404,POLICIA FEDERAL 2015,SEPTIEMBRE,18,05/09/2015,3:50:00 PM,VEHICULO - VEHICULO,COLISION,PAVON & PASCO,PAVON y PASCO,CALLE,PAVON & PASCO,PAVON,0,PASCO,17038,17027,POINT(106214.921875 100273.3515625),0,7,2,0,-58.39552585,-34.62678743
7943,1405,POLICIA FEDERAL 2015,SEPTIEMBRE,42,05/09/2015,4:30:00 PM,VEHICULO - MOTO,COLISION,PIZARRO & OLIDEN,PIZARRO y OLIDEN,CALLE,PIZARRO & OLIDEN,PIZARRO,0,OLIDEN,17095,16016,POINT(95871.0234375 97758.7734375),0,7,2,0,-58.50833892,-34.64946474
7382,1406,POLICIA FEDERAL 2015,SEPTIEMBRE,19,05/09/2015,6:10:00 PM,VEHICULO - VEHICULO,COLISION,PTE JOSE E URIBURU & JOSE A PACHECO DE MELO,"URIBURU JOSE E., PRES. y PACHECO DE MELO, JOSE ANDRES",CALLE,"URIBURU JOSE E., PRES. & PACHECO DE MELO, JOSE ANDRES","URIBURU JOSE E., PRES.",0,"PACHECO DE MELO, JOSE ANDRES",22012,17002,POINT(106193.2109375 104333.03125),0,7,2,0,-58.39579197,-34.59019194
7700,1407,POLICIA FEDERAL 2015,SEPTIEMBRE,34,05/09/2015,5:23:00 AM,VEHICULO - BICICLETA,COLISION,SAENZ Y RABANAL ,"SAENZ AV. y RABANAL, FRANCISCO, INTENDENTE AV.",AVENIDA,"SAENZ AV. & RABANAL, FRANCISCO, INTENDENTE AV.",SAENZ AV.,0,"RABANAL, FRANCISCO, INTENDENTE AV.",20002,19057,POINT(104298.478573541 97174.4501151659),1,7,2,0,-58.41640922,-34.65473179
8017,1408,POLICIA FEDERAL 2015,SEPTIEMBRE,48,05/09/2015,4:29:00 PM,VEHICULO - VEHICULO,COLISION,SANTANDER Y ALBARIÑO,SANTANDER y ALBARIÑO,CALLE,SANTANDER & ALBARIÑO,SANTANDER,0,ALBARIÑO,20061,1030,POINT(98734.3359375 95982.3828125),0,7,2,0,-58.47710865,-34.66548542
8653,1409,POLICIA FEDERAL 2015,OCTUBRE,39,05/10/2015,6:50:00 AM,SIN DATOS,SIN DATOS,5193 FRANKLIN D ROOSEVELT,ROOSEVELT FRANKLIN D. AV. 5193,AVENIDA,5193 ROOSEVELT FRANKLIN D. AV.,ROOSEVELT FRANKLIN D. AV.,5193,0,19083,0,POINT(97712.1562744 106124.448372),0,2,2,0,-58.48823272,-34.57405896
8817,1410,POLICIA FEDERAL 2015,OCTUBRE,44,05/10/2015,7:20:00 AM,VEHICULO - VEHICULO,COLISION,5326 AVDA FRANCISCO BEIRO,"BEIRO, FRANCISCO AV. 5326",AVENIDA,"5326 BEIRO, FRANCISCO AV.","BEIRO, FRANCISCO AV.",5326,0,2045,0,POINT(94309.1006189 101662.528501),0,2,2,0,-58.52534992,-34.61426725
8598,1411,POLICIA FEDERAL 2015,OCTUBRE,38,05/10/2015,1:30:00 AM,VEHICULO - VEHICULO,COLISION,629 SAN PEDRITO,SAN PEDRITO AV. 629,AVENIDA,629 SAN PEDRITO AV.,SAN PEDRITO AV.,629,0,20050,0,POINT(99715.3749019 99003.1511552),1,2,2,0,-58.46640419,-34.63825594
8103,1412,POLICIA FEDERAL 2015,OCTUBRE,4,05/10/2015,12:20:00 PM,VEHICULO - PEATON,ATROPELLO,AV DE MAYO Y LIMA,DE MAYO AV. y LIMA,AVENIDA,DE MAYO AV. & LIMA,DE MAYO AV.,0,LIMA,4064,12112,POINT(107462.28125 102235.765625),0,2,2,0,-58.38194049,-34.60908921
8493,1413,POLICIA FEDERAL 2015,OCTUBRE,37,05/10/2015,1:30:00 PM,VEHICULO - PEATON,ATROPELLO,AV. A. THOMAS Y CESPEDES,ALVAREZ THOMAS AV. y CESPEDES,AVENIDA,ALVAREZ THOMAS AV. & CESPEDES,ALVAREZ THOMAS AV.,0,CESPEDES,1059,3121,POINT(100774.1328125 105549.671875),0,2,2,0,-58.45486235,-34.57924268
8688,1414,POLICIA FEDERAL 2015,OCTUBRE,45,05/10/2015,11:00:00 AM,VEHICULO - BICICLETA,COLISION,AV. CHIVILCOY Y GUALEGUYCHU,,CALLE,,,,,,,,0,2,2,0,,
8347,1415,POLICIA FEDERAL 2015,OCTUBRE,53,05/10/2015,2:38:00 PM,VEHICULO - MOTO,COLISION,AV. FIGUEROA ALCORTA 3351,"FIGUEROA ALCORTA, PRES. AV. 3351",AVENIDA,"3351 FIGUEROA ALCORTA, PRES. AV.","FIGUEROA ALCORTA, PRES. AV.",3351,0,6025,0,POINT(105522.610585 105716.23254),0,2,2,0,-58.40311059,-34.57772693
8348,1416,POLICIA FEDERAL 2015,OCTUBRE,53,05/10/2015,4:30:00 PM,VEHICULO - MOTO,COLISION,AV. LIBERTADOR 2050,DEL LIBERTADOR AV. 2050,AVENIDA,2050 DEL LIBERTADOR AV.,DEL LIBERTADOR AV.,2050,0,12107,0,POINT(105623.408696 105246.201311),0,2,2,0,-58.40200895,-34.58196346
8346,1417,POLICIA FEDERAL 2015,OCTUBRE,53,05/10/2015,11:25:00 AM,VEHICULO - MOTO,COLISION,AV. LIBERTADOR 2950,DEL LIBERTADOR AV. 2950,AVENIDA,2950 DEL LIBERTADOR AV.,DEL LIBERTADOR AV.,2950,0,12107,0,POINT(104830.251876 105777.5133),0,2,2,0,-58.41065669,-34.57717797
8537,1418,POLICIA FEDERAL 2015,OCTUBRE,11,05/10/2015,9:30:00 AM,MOTO - MOTO,COLISION,AVDA ANGEL GALLARDO & CAMARGO,"GALLARDO, ANGEL AV. y CAMARGO",AVENIDA,"GALLARDO, ANGEL AV. & CAMARGO","GALLARDO, ANGEL AV.",0,CAMARGO,7016,3033,POINT(102447.5546875 102771.546875),0,2,2,0,-58.43661618,-34.60428339
8415,1419,POLICIA FEDERAL 2015,OCTUBRE,25,05/10/2015,11:40:00 PM,VEHICULO - MOTO,COLISION,AVDA CORDOBA & PRINGLES,CORDOBA AV. y PRINGLES,AVENIDA,CORDOBA AV. & PRINGLES,CORDOBA AV.,0,PRINGLES,3165,17123,POINT(103399.609375 103633.375),1,2,2,0,-58.42624019,-34.59651184
8816,1420,POLICIA FEDERAL 2015,OCTUBRE,44,05/10/2015,11:00:00 PM,VEHICULO - VEHICULO,COLISION,AVDA JUAN B JUSTO & AVDA LOPE DE VEGA,"JUSTO, JUAN B. AV. y LOPE DE VEGA AV.",AVENIDA,"JUSTO, JUAN B. AV. & LOPE DE VEGA AV.","JUSTO, JUAN B. AV.",0,LOPE DE VEGA AV.,10018,12126,POINT(96539.234375 99673.4375),1,2,2,0,-58.50104212,-34.63220776
8518,1421,POLICIA FEDERAL 2015,OCTUBRE,10,05/10/2015,2:00:00 PM,VEHICULO - MOTO,COLISION,AVDA PEDRO GOYENA & BEAUCHEF,"GOYENA, PEDRO AV. y BEAUCHEF",AVENIDA,"GOYENA, PEDRO AV. & BEAUCHEF","GOYENA, PEDRO AV.",0,BEAUCHEF,7074,2039,POINT(102795.3984375 100393.40625),0,2,2,0,-58.43281628,-34.62572005
8072,1422,POLICIA FEDERAL 2015,OCTUBRE,2,05/10/2015,1:30:00 PM,VEHICULO - MOTO,COLISION,AVDA PTE JULIO A ROCA & ADOLFO ALSINA,"ROCA, JULIO A., PRESIDENTE DIAGONAL SUR AV. y ALSINA, ADOLFO",AVENIDA,"ROCA, JULIO A., PRESIDENTE DIAGONAL SUR AV. & ALSINA, ADOLFO","ROCA, JULIO A., PRESIDENTE DIAGONAL SUR AV.",0,"ALSINA, ADOLFO",19058,1046,POINT(108113.0078125 102086.046875),0,2,2,0,-58.37484438,-34.61043393
8069,1423,POLICIA FEDERAL 2015,OCTUBRE,2,05/10/2015,1:15:00 PM,VEHICULO - VEHICULO,COLISION,AVDA PTE JULIO A ROCA & CHACABUCO,"ROCA, JULIO A., PRESIDENTE DIAGONAL SUR AV. y CHACABUCO",AVENIDA,"ROCA, JULIO A., PRESIDENTE DIAGONAL SUR AV. & CHACABUCO","ROCA, JULIO A., PRESIDENTE DIAGONAL SUR AV.",0,CHACABUCO,19058,3214,POINT(107988.0859375 101960.5859375),0,2,2,0,-58.37620522,-34.61156586
8819,1424,POLICIA FEDERAL 2015,OCTUBRE,44,05/10/2015,4:00:00 PM,VEHICULO - MOTO,COLISION,AVDA RIVADAVIA & TIMOTEO GORDILLO,"RIVADAVIA AV. y GORDILLO, TIMOTEO",AVENIDA,"RIVADAVIA AV. & GORDILLO, TIMOTEO",RIVADAVIA AV.,0,"GORDILLO, TIMOTEO",19046,7070,POINT(94566.2734375 98935.3125),0,2,2,0,-58.52256351,-34.63885283
8201,1425,POLICIA FEDERAL 2015,OCTUBRE,8,05/10/2015,5:00:00 PM,OTRO,SIN DATOS,AVDA RIVADAVIA 3009,RIVADAVIA AV. 3009,AVENIDA,3009 RIVADAVIA AV.,RIVADAVIA AV.,3009,0,19046,0,POINT(104972.17852 102105.75219),0,2,2,0,-58.40908863,-34.61027615
8200,1426,POLICIA FEDERAL 2015,OCTUBRE,8,05/10/2015,1:03:00 AM,VEHICULO - PEATON,ATROPELLO,AVDA RIVADAVIA 3220,RIVADAVIA AV. 3220,AVENIDA,3220 RIVADAVIA AV.,RIVADAVIA AV.,3220,0,19046,0,POINT(104697.83014 102064.900213),1,2,2,0,-58.4120796,-34.61064569
8358,1427,POLICIA FEDERAL 2015,OCTUBRE,16,05/10/2015,6:10:00 AM,VEHICULO - PEATON,ATROPELLO,BRASIL Y LIMA OESTE,BRASIL y LIMA,CALLE,BRASIL & LIMA,BRASIL,0,LIMA,2111,12112,POINT(107655.252833695 100224.895542232),0,2,2,0,-58.37981856,-34.62721457
8840,1428,POLICIA FEDERAL 2015,OCTUBRE,48,05/10/2015,7:05:00 AM,VEHICULO - VEHICULO,COLISION,CASTAÑARES Y M. LEGUIZAMON,"CASTAÑARES AV. y LEGUIZAMON, MARTINIANO",AVENIDA,"CASTAÑARES AV. & LEGUIZAMON, MARTINIANO",CASTAÑARES AV.,0,"LEGUIZAMON, MARTINIANO",3086,12094,POINT(98358.9453125 95035.8203125),0,2,2,0,-58.4812061,-34.67401749
8120,1429,POLICIA FEDERAL 2015,OCTUBRE,14,05/10/2015,11:30:00 AM,VEHICULO - VEHICULO,COLISION,JUAN DE GARAY 737,"GARAY, JUAN DE AV.",AVENIDA,"GARAY, JUAN DE AV.","GARAY, JUAN DE AV.",0,0,7026,0,0,0,2,2,0,,
8121,1430,POLICIA FEDERAL 2015,OCTUBRE,14,05/10/2015,1:15:00 PM,VEHICULO - PEATON,ATROPELLO,JUAN DE GARY Y PASEO COLON ,"GARAY, JUAN DE AV. y PASEO COLON AV.",AVENIDA,"GARAY, JUAN DE AV. & PASEO COLON AV.","GARAY, JUAN DE AV.",0,PASEO COLON AV.,7026,17028,POINT(108733.90625 100572.5390625),0,2,2,0,-58.36805931,-34.62407222
8464,1431,POLICIA FEDERAL 2015,OCTUBRE,31,05/10/2015,8:20:00 PM,VEHICULO - MOTO,COLISION,LIBERTADOR Y MAURE,DEL LIBERTADOR AV. y MAURE,AVENIDA,DEL LIBERTADOR AV. & MAURE,DEL LIBERTADOR AV.,0,MAURE,12107,13054,POINT(102651.1875 107141.703125),1,2,2,0,-58.43440951,-34.56488833
8175,1432,POLICIA FEDERAL 2015,OCTUBRE,6,05/10/2015,1:00:00 PM,VEHICULO - MOTO,COLISION,MORENO & COMBATE DE LOS POZOS,MORENO y COMBATE DE LOS POZOS,CALLE,MORENO & COMBATE DE LOS POZOS,MORENO,0,COMBATE DE LOS POZOS,13126,3150,POINT(106422.984375 101827.4140625),0,2,2,0,-58.39326859,-34.61277723
8289,1433,POLICIA FEDERAL 2015,OCTUBRE,17,05/10/2015,7:25:00 PM,VEHICULO - MOTO,COLISION,URUGUAY 1371,URUGUAY 1371,CALLE,1371 URUGUAY,URUGUAY,1371,0,22015,0,POINT(106934.603628 104110.443745),0,2,2,0,-58.3877088,-34.59219374
9084,1434,POLICIA FEDERAL 2015,NOVIEMBRE,20,05/11/2015,10:38:00 PM,VEHICULO - MOTO,COLISION,24 DE NOVIEMBRE 1223,24 DE NOVIEMBRE 1223,CALLE,1223 24 DE NOVIEMBRE,24 DE NOVIEMBRE,1223,0,23025,0,POINT(104852.884399 100448.737733),1,5,2,0,-58.41037991,-34.62521371
9045,1435,POLICIA FEDERAL 2015,NOVIEMBRE,9,05/11/2015,10:10:00 AM,MOTO - PEATON,ATROPELLO,3200 AVDA CORRIENTES,CORRIENTES AV. 3200,AVENIDA,3200 CORRIENTES AV.,CORRIENTES AV.,3200,0,3174,0,POINT(104876.209178 102788.566199),0,5,2,0,-58.41013886,-34.60412144
9361,1436,POLICIA FEDERAL 2015,NOVIEMBRE,51,05/11/2015,12:00:00 PM,MOTO - BICICLETA,COLISION,5790 AVDA RAFAEL OBLIGADO,"OBLIGADO RAFAEL, AV.COSTANERA",AVENIDA,"OBLIGADO RAFAEL, AV.COSTANERA","OBLIGADO RAFAEL, AV.COSTANERA",0,0,16003,0,0,0,5,2,0,,
9106,1437,POLICIA FEDERAL 2015,NOVIEMBRE,15,05/11/2015,11:30:00 PM,VEHICULO - MOTO,COLISION,AV DEL LIBERTADOR Y LIBERTAD,DEL LIBERTADOR AV. y LIBERTAD,AVENIDA,DEL LIBERTADOR AV. & LIBERTAD,DEL LIBERTADOR AV.,0,LIBERTAD,12107,12106,POINT(107382.0078125 104550.1328125),1,5,2,0,-58.38283566,-34.5882271
9371,1438,POLICIA FEDERAL 2015,NOVIEMBRE,10,05/11/2015,6:50:00 PM,VEHICULO - MOTO,COLISION,AV LA PLATA Y PAVON,LA PLATA AV. y PAVON AV.,AVENIDA,LA PLATA AV. & PAVON AV.,LA PLATA AV.,0,PAVON AV.,12054,17038,POINT(103442.890625 99753.828125),0,5,2,0,-58.42575288,-34.63148352
9110,1439,POLICIA FEDERAL 2015,NOVIEMBRE,15,05/11/2015,5:30:00 AM,VEHICULO - MOTO,COLISION,AV SANTA FE Y C PELLEGRINI,"SANTA FE AV. y PELLEGRINI, CARLOS",AVENIDA,"SANTA FE AV. & PELLEGRINI, CARLOS",SANTA FE AV.,0,"PELLEGRINI, CARLOS",20057,17052,POINT(107505.328125 103758.53125),1,5,2,0,-58.38148453,-34.59536205
9524,1440,POLICIA FEDERAL 2015,NOVIEMBRE,35,05/11/2015,6:30:00 PM,VEHICULO - PEATON,ATROPELLO,AV. CABILDO Y AV. GRAL.PAZ,"CABILDO AV. y PAZ, GRAL. AV.",AVENIDA,"CABILDO AV. & PAZ, GRAL. AV.",CABILDO AV.,0,"PAZ, GRAL. AV.",3005,17041,POINT(98881.135708911 109972.913123435),0,5,2,0,-58.4754877,-34.539369
9351,1441,POLICIA FEDERAL 2015,NOVIEMBRE,37,05/11/2015,12:45:00 PM,VEHICULO - PEATON,ATROPELLO,AV. DE LOS INCAS Y PLAZA,DE LOS INCAS AV. y PLAZA,AVENIDA,DE LOS INCAS AV. & PLAZA,DE LOS INCAS AV.,0,PLAZA,4045,17099,POINT(99555.390625 105717.53125),0,5,2,0,-58.46814511,-34.57772965
8953,1442,POLICIA FEDERAL 2015,NOVIEMBRE,14,05/11/2015,12:50:00 PM,VEHICULO - MOTO,COLISION,AV.JUAN DE GARAY Y CHACABUCO,"GARAY, JUAN DE AV. y CHACABUCO",AVENIDA,"GARAY, JUAN DE AV. & CHACABUCO","GARAY, JUAN DE AV.",0,CHACABUCO,7026,3214,POINT(108054.0859375 100518.609375),0,5,2,0,-58.37547202,-34.62456389
9385,1443,POLICIA FEDERAL 2015,NOVIEMBRE,11,05/11/2015,9:50:00 PM,VEHICULO - MOTO,COLISION,AVDA ACOYTE & DR JUAN F ARANGUREN,"ACOYTE AV. y ARANGUREN, JUAN F., DR.",AVENIDA,"ACOYTE AV. & ARANGUREN, JUAN F., DR.",ACOYTE AV.,0,"ARANGUREN, JUAN F., DR.",1007,1094,POINT(102283.6171875 101827.5),1,5,2,0,-58.43840097,-34.61279379
8894,1444,POLICIA FEDERAL 2015,NOVIEMBRE,2,05/11/2015,2:27:00 PM,MOTO - MOTO,COLISION,AVDA BELGRANO & BALCARCE,BELGRANO AV. y BALCARCE,AVENIDA,BELGRANO AV. & BALCARCE,BELGRANO AV.,0,BALCARCE,2051,2014,POINT(108508.796875 101869.0625),0,5,2,0,-58.37052698,-34.61238673
9046,1445,POLICIA FEDERAL 2015,NOVIEMBRE,9,05/11/2015,6:30:00 PM,MOTO - PEATON,ATROPELLO,AVDA CORDOBA & SANCHEZ DE BUSTAMANTE,CORDOBA AV. y SANCHEZ DE BUSTAMANTE,AVENIDA,CORDOBA AV. & SANCHEZ DE BUSTAMANTE,CORDOBA AV.,0,SANCHEZ DE BUSTAMANTE,3165,20029,POINT(104590.9375 103473.46875),0,5,2,0,-58.41325257,-34.59794874
8963,1446,POLICIA FEDERAL 2015,NOVIEMBRE,22,05/11/2015,6:30:00 PM,VEHICULO - VEHICULO,COLISION,AVDA DE LOS ITALIANOS & MARIQUITA SANCHEZ DE THOMPSON,"DE LOS ITALIANOS AV. y SANCHEZ DE THOMPSON, MARIQUITA",AVENIDA,"DE LOS ITALIANOS AV. & SANCHEZ DE THOMPSON, MARIQUITA",DE LOS ITALIANOS AV.,0,"SANCHEZ DE THOMPSON, MARIQUITA",4046,30063,POINT(109151.953125 103360.3671875),0,5,2,0,-58.36353053,-34.598938
9073,1447,POLICIA FEDERAL 2015,NOVIEMBRE,18,05/11/2015,11:15:00 PM,VEHICULO - MOTO,COLISION,AVDA ENTRE RIOS & COCHABAMBA,ENTRE RIOS AV. y COCHABAMBA,AVENIDA,ENTRE RIOS AV. & COCHABAMBA,ENTRE RIOS AV.,0,COCHABAMBA,5061,3134,POINT(106590.609375 100583.59375),1,5,2,0,-58.39143136,-34.62398846
9477,1448,POLICIA FEDERAL 2015,NOVIEMBRE,238,05/11/2015,2:00:00 AM,VEHICULO - VEHICULO,COLISION,AVDA JUAN B ALBERDI & RIVERA INDARTE,"ALBERDI, JUAN BAUTISTA AV. y RIVERA INDARTE AV.",AVENIDA,"ALBERDI, JUAN BAUTISTA AV. & RIVERA INDARTE AV.","ALBERDI, JUAN BAUTISTA AV.",0,RIVERA INDARTE AV.,1033,19054,POINT(100143.2890625 99779.0234375),1,5,2,0,-58.46173721,-34.63126199
9644,1449,POLICIA FEDERAL 2015,NOVIEMBRE,36,05/11/2015,9:00:00 PM,MOTO - PEATON,ATROPELLO,AVDA LAFUENTE & CRISOSTOMO ALVAREZ,"LAFUENTE AV. y ALVAREZ, CRISOSTOMO",AVENIDA,"LAFUENTE AV. & ALVAREZ, CRISOSTOMO",LAFUENTE AV.,0,"ALVAREZ, CRISOSTOMO",12023,1053,POINT(100428.1328125 98093.390625),1,5,2,0,-58.45863007,-34.64645685
9135,1450,POLICIA FEDERAL 2015,NOVIEMBRE,19,05/11/2015,3:15:00 PM,VEHICULO - MOTO,COLISION,AVDA PTE FIGUEROA ALCORTA & FRANCISCO ROMERO,"FIGUEROA ALCORTA, PRES. AV. y ROMERO, FRANCISCO",AVENIDA,"FIGUEROA ALCORTA, PRES. AV. & ROMERO, FRANCISCO","FIGUEROA ALCORTA, PRES. AV.",0,"ROMERO, FRANCISCO",6025,50037,POINT(106698.1875 104985.296875),0,5,2,0,-58.3902927,-34.58430899
9673,1451,POLICIA FEDERAL 2015,NOVIEMBRE,40,05/11/2015,3:40:00 PM,VEHICULO - PEATON,ATROPELLO,AVDA RIVADAVIA & BAHIA BLANCA,RIVADAVIA AV. y BAHIA BLANCA,AVENIDA,RIVADAVIA AV. & BAHIA BLANCA,RIVADAVIA AV.,0,BAHIA BLANCA,19046,2008,POINT(98434.8828125 99535.46875),0,5,2,0,-58.48036892,-34.63345621
9672,1452,POLICIA FEDERAL 2015,NOVIEMBRE,40,05/11/2015,4:05:00 AM,VEHICULO - MOTO,COLISION,AVDA RIVADAVIA & BOLANOS,RIVADAVIA AV. y BOLAÑOS,AVENIDA,RIVADAVIA AV. & BOLAÑOS,RIVADAVIA AV.,0,BOLAÑOS,19046,2091,POINT(98023.4296875 99415.0703125),1,5,2,0,-58.48485648,-34.63454079
9047,1453,POLICIA FEDERAL 2015,NOVIEMBRE,9,05/11/2015,8:07:00 PM,VEHICULO - BICICLETA,COLISION,BILLINGHURST & TTEG JUAN D PERON,"BILLINGHURST y PERON, JUAN DOMINGO, TTE. GENERAL",CALLE,"BILLINGHURST & PERON, JUAN DOMINGO, TTE. GENERAL",BILLINGHURST,0,"PERON, JUAN DOMINGO, TTE. GENERAL",2082,3050,POINT(104312.0859375 102473.546875),1,5,2,0,-58.41628739,-34.60696365
9246,1454,POLICIA FEDERAL 2015,NOVIEMBRE,32,05/11/2015,5:10:00 PM,VEHICULO - VEHICULO,COLISION,DIOGENES TABORDA Y CACHI,,CALLE,,,,,,,,0,5,2,0,,
9570,1455,POLICIA FEDERAL 2015,NOVIEMBRE,45,05/11/2015,11:40:00 AM,MOTO - MOTO,COLISION,EMILIO LAMARCA 3143,"LAMARCA, EMILIO 3143",CALLE,"3143 LAMARCA, EMILIO","LAMARCA, EMILIO",3143,0,12038,0,POINT(96490.9097035 102883.322944),0,5,2,0,-58.50155565,-34.6032724
9716,1456,POLICIA FEDERAL 2015,NOVIEMBRE,48,05/11/2015,8:50:00 AM,VEHICULO - MOTO,COLISION,GARZON Y CORVALAN,"GARZON, EUGENIO, GRAL. AV. y CORVALAN",AVENIDA,"GARZON, EUGENIO, GRAL. AV. & CORVALAN","GARZON, EUGENIO, GRAL. AV.",0,CORVALAN,7038,3179,POINT(97606.7890625 97186.6796875),0,5,2,0,-58.48940682,-34.65462741
9717,1457,POLICIA FEDERAL 2015,NOVIEMBRE,48,05/11/2015,5:50:00 PM,VEHICULO - VEHICULO,COLISION,GRAL. PAZ Y COLECTORA DELLEPIANE,"PAZ, GRAL. AV. y AUTOPISTA DELLEPIANE LUIS TTE. GRAL.",AVENIDA + AUTOPISTA,"PAZ, GRAL. AV. & AUTOPISTA DELLEPIANE LUIS TTE. GRAL.","PAZ, GRAL. AV.",0,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,17041,99518,POINT(98092.0996677078 93781.0410395246),0,5,2,0,-58.48412062,-34.68532799
9408,1458,POLICIA FEDERAL 2015,NOVIEMBRE,12,05/11/2015,1:05:00 PM,VEHICULO - PEATON,ATROPELLO,J.BONIFACIO Y EMILIO MITRE,"BONIFACIO, JOSE y MITRE, EMILIO",CALLE,"BONIFACIO, JOSE & MITRE, EMILIO","BONIFACIO, JOSE",0,"MITRE, EMILIO",2098,13095,POINT(101845.671875 100131.28125),0,5,2,0,-58.4431724,-34.62808504
9747,1459,POLICIA FEDERAL 2015,NOVIEMBRE,1054,05/11/2015,5:15:00 PM,VEHICULO - PEATON,ATROPELLO,MONIEL Y LEGUIZAMON,"MONTIEL y LEGUIZAMON, ONESIMO",CALLE,"MONTIEL & LEGUIZAMON, ONESIMO",MONTIEL,0,"LEGUIZAMON, ONESIMO",13119,12095,POINT(94334.8125 97499.2265625),0,5,2,0,-58.52509767,-34.65179696
9456,1460,POLICIA FEDERAL 2015,NOVIEMBRE,34,05/11/2015,8:00:00 PM,VEHICULO - PEATON,ATROPELLO,P. MORENO Y EREZCANO,"MORENO, PERITO AV. y EREZCANO",AVENIDA,"MORENO, PERITO AV. & EREZCANO","MORENO, PERITO AV.",0,EREZCANO,4108,5066,POINT(102783.625 97649.3984375),1,5,2,0,-58.43293583,-34.65045559
9064,1461,POLICIA FEDERAL 2015,NOVIEMBRE,18,05/11/2015,10:00:00 PM,VEHICULO - VEHICULO,COLISION,PAVON & PICHINCHA,PAVON y PICHINCHA,CALLE,PAVON & PICHINCHA,PAVON,0,PICHINCHA,17038,17076,POINT(106073.203125 100257.1328125),1,5,2,0,-58.39707118,-34.62693448
